auth_code,subreq_id,aua,sa,asa,ver,tid,license_id,req_datetime,tkn_used_flag,tkn_type,pid_ts,pid_ver,pi_uses_flag,pa_uses_flag,pfa_uses_flag,bio_uses_flag,bt_fmr_uses_flag,bt_fir_uses_flag,bt_iir_uses_flag,pin_uses_flag,otp_uses_flag,pi_used_flag,pa_used_flag,pfa_used_flag,bio_used_flag,bt_fmr_used_flag,bt_fir_used_flag,bt_iir_used_flag,pin_used_flag,otp_used_flag,otp_identifier,lang,pi_name_used_flag,pi_ms,pi_mv,pi_match_score,pi_lname_used_flag,pi_lname_ms,pi_lname_mv,pi_lname_match_score,pi_phone_used_flag,pi_email_used_flag,pi_gender_used_flag,pi_gender,pi_dob_used_flag,pi_dob,pi_dobt_used_flag,pi_dobt,pi_age_used_flag,pi_age,pfa_addr_used_flag,pfa_addr_ms,pfa_addr_mv,pfa_match_score,pfa_laddr_used_flag,pfa_laddr_ms,pfa_laddr_mv,pfa_laddr_match_score,pa_ms,pa_co_used_flag,pa_house_used_flag,pa_street_used_flag,pa_lm_used_flag,pa_loc_used_flag,pa_vtc_used_flag,pa_vtc,pa_po_used_flag,pa_po,pa_subdist_used_flag,pa_subdist,pa_dist_used_flag,pa_dist,pa_state_used_flag,pa_state,pa_pc_used_flag,pa_pc,fmr_count,fir_count,iir_count,finger_match_score,uidai_tfmr,aua_tfmr,finger_match_threshold,fmr_gall_type,fmr_gall_vendor,fmr_sdk_vendor,fmr_sdk_version,fir_gall_type,fir_gall_vendor,fir_sdk_vendor,fir_sdk_version,iir_gall_type,iir_gall_vendor,iir_sdk_vendor,iir_sdk_version,auth_result,error_code,error_classfn,resp_datetime,auth_duration,fdc,idc,udc,locn_lat,locn_lng,locn_vtc_code,locn_subdist_code,locn_dist_code, locn_state_code,locn_pc, enr_ref_id,res_gender,res_birth_day,res_birth_month,res_birth_year,res_dob,res_dobt,res_age,res_pincode,res_vtc_code,res_vtc_name,res_po_name,res_subdist_code,res_subdist_name,res_dist_code,res_dist_name,res_state_code,res_state_name,uid_gen_date,txn,auth_type,hash_uid,locn_alt,lot,bfd_done_flag,finger_matching_type,finger_fusion_perfomed,iris_match_score,iris_threshold,iris_matching_type,iris_fusion_perfomed,auth_xml_size,pid_size,data_type,skey_scheme,ssk_type,ki,kyc_flag
245ec6a9824d443a9039cd7a1ef8c425,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:00:22,0,,2015-06-02T23:59:26,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,23,1,P,60,0,0,,,,0,0,1,M,1,1985,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,100,,2015-06-03T00:00:23,268,NC,NA,UIDAI:SampleClient,,,,,,,560103,f558423d-6365-4c34-925e-b283d8bf9540,M,5,4,1982,4/5/1982,V,33,520010,2.81622E+13,Vijayawada (Urban),Venkateswarapuram,,,2816,Krishna,28,Andhra Pradesh,2012-03-21T06:54:56,TU:POI:2015-06-02T23:59:26,D,NA,,P,0,,0,,,,0,4326,184,X,N,,,0,
a11a803cd5fb4f19aeff1d5ecb1c7aa0,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:00:23,0,,2015-06-02T23:59:26,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,1,P,55,0,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,200,,2015-06-03T00:00:24,150,NC,NA,UIDAI:SampleClient,,,,,,,560103,a2305f71-b0af-4c19-be66-d3bcf7103315,M,1,1,1969,1/1/1969,A,46,500074,28-2806-2A57CB5EE625403C1A6E6AE6EF8FADF8,L B nagar,,,,2806,Rangareddi,28,Andhra Pradesh,2012-05-02T04:41:11,TU:PFA:2015-06-02T23:59:26,D,NA,,P,0,,0,,,,0,4434,259,X,N,,,0,
055f29f4223e4d1088f4be728be3d0e3,1,650000,ATTWEB,1800,1.6,public,0000650000:0,2015-06-03T00:00:25,0,,2015-06-02T23:57:23,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,1,,,,,,,,,,,,,NATIVE,L1,L1,QSSEngine2.0.27,y,,,2015-06-03T00:00:25,361,NA,NC,19194,,,,,,,110011,ca049a81-00d7-4222-8b00-c22240867091,M,22,11,1968,11/22/1968,D,46,285123,9.3502E+12,Kusmara,,,,935,Jalaun,9,Uttar Pradesh,2012-06-01T14:20:04,AuthDemoClient:UIDAI:20130730113146712,I,NA,,P,0,,0,186.2854831,42,SUT,0,9293,3558,X,N,,,0,
39201d50e1a64ccfa24fe0d985ac49ec,1,490000,0000490AWZ,1400,1.6,public,0000490000:1,2015-06-03T00:00:26,0,,2015-06-02T23:55:09,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,1,,,64,,,42,ISO,Accenture,Accenture,v4.6,,,,,,,,,y,,,2015-06-03T00:00:26,311,NC,NA,DA0091,,,,,,,462026,8f90973c-8389-46ae-bcd7-d4fdb04399a7,M,1,9,1963,9/1/1963,D,51,462038,454315,Huzur,Nabibagh,3198,Huzur,410,Bhopal,23,Madhya Pradesh,2013-10-11T19:50:26,SUBAUAMBE1433269598615,F,NA,,P,0,SUT,0,,,,0,5737,822,X,N,,,0,
bb07e09dd17c49a9ba1258f7f95afc28,1,360000,360000,500,1.6,public,0000360000:2,2015-06-03T00:00:27,0,,2015-06-03T00:04:01,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,23,1,E,100,0,0,,,,0,0,1,F,1,3/5/1993,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,100,,2015-06-03T00:00:28,339,NC,NA,UIDAI:SampleClient,,,,,,,560103,0b90eb7a-6023-42af-b978-1368ea29616b,F,5,3,1993,3/5/1993,V,22,500018,2.80607E+13,Balanagar,,,,2806,Rangareddi,28,Andhra Pradesh,2011-10-16T23:32:24,AU358727:0000360000:20150603120402001,D,NA,,P,0,,0,,,,0,4618,267,X,S,I,6e808c6f-537b-4276-a8b0-7199c4f6fe67,0,
4b33b7bb702b44c5bb6e122a5e1803d2,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:00:31,0,,2015-06-02T23:59:34,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,1,P,55,0,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,200,,2015-06-03T00:00:31,237,NC,NA,UIDAI:SampleClient,,,,,,,560103,eebd4a15-cdf1-4871-800f-5ca8325ce0e5,M,4,3,1988,3/4/1988,D,27,500045,2.80511E+13,Hyderabad,,,,2805,Hyderabad,28,Andhra Pradesh,2011-07-19T23:02:59,TU:PFA:2015-06-02T23:59:34,D,NA,,P,0,,0,,,,0,4390,234,X,N,,,0,
68d7f83b568341a69be26cbd7d7407e9,1,260000,UIDATD,500,1.6,public,0000260000:1,2015-06-03T00:00:33,0,,2015-06-02T23:59:41,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,1,,,67,,,42,ISO,Accenture,Accenture,v4.6,,,,,,,,,y,,,2015-06-03T00:00:33,77,NC,NA,UIDAIADGYASH,,,,,,,110011,59f60838-f6a7-4088-98b0-11a46a66b61b,M,8,9,1984,9/8/1984,D,30,825401,655113,Chatra,Chatra,5779,Chatra,333,Chatra,20,Jharkhand,2012-12-02T21:47:30,AttenDanceClientDesktop20150602235941,F,NA,,P,0,SLT,0,,,,0,4686,553,X,N,,,0,
e39e69b6724f4e7d8a0d883a4bedd0e4,1,490000,0000490AWZ,1400,1.6,public,0000490000:1,2015-06-03T00:00:35,0,,2015-06-02T23:59:23,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,1,,,100,,,42,ISO,Accenture,Accenture,v4.6,,,,,,,,,y,,,2015-06-03T00:00:35,259,NC,NA,DA0122,,,,,,,462026,c8e881a8-d954-42a6-88c9-7f634209a1ab,M,28,5,1962,5/28/1962,D,53,460001,2.33503E+13,Betul,Betul,,,2335,Betul,23,Madhya Pradesh,2011-10-28T03:39:53,SUBAUAMBE1433269778328,F,NA,,P,0,SUT,0,,,,0,5416,590,X,N,,,0,
d103477a567048bca8ad0a2904e9609f,1,270000,NSDLSA0011,1100,1.6,public,0000270000:4,2015-06-03T00:00:37,0,,2015-06-02T23:59:40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,23,1,P,100,100,0,,,,0,0,1,M,1,10/12/1991,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,y,,,2015-06-03T00:00:37,266,NC,NA,8800299,,,,,,,400013,dc9cc8d1-7718-4f80-b722-0c40cf6fde35,M,12,10,1991,10/12/1991,D,23,530027,28-2813-BEF5357A9F8B11E2D9302F629C0561BF,Gopalapatnam,,,,2813,Visakhapatnam,28,Andhra Pradesh,2011-09-24T06:25:52,3.36978E+15,D,NA,,P,0,,0,,,,0,4422,265,X,N,,,0,
8661f2d6751442de9dd14fdf68fbc796,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:00:39,0,,2015-06-02T23:59:43,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,1,P,55,0,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,200,,2015-06-03T00:00:40,579,NC,NA,UIDAI:SampleClient,,,,,,,560103,9cf39244-56ad-4118-b6c5-171a84be02b2,M,10,1,1987,1/10/1987,V,28,502032,2.80446E+13,Ramachandrapuram,Ramachandrapuram He,,,2804,Medak,28,Andhra Pradesh,2011-12-13T20:00:47,TU:PFA:2015-06-02T23:59:43,D,NA,,P,0,,0,,,,0,4390,226,X,N,,,0,
99fdf7eee0964c669bac940076602729,1,270000,NSDLSA0011,1100,1.6,public,0000270000:4,2015-06-03T00:00:41,0,,2015-06-02T23:59:45,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,23,1,P,100,0,0,,,,0,0,1,M,1,6/18/1983,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,997,AADHAAR_SUSPENDED_FOR_BIOMETRIC_UPDATE,2015-06-03T00:00:42,279,NC,NA,8800299,,,,,,,400013,19d6ddfc-009a-4066-968e-1ae51360168d,M,18,6,1982,6/18/1982,D,32,445205,2.71409E+13,Sawana,,,,2714,Yavatmal,27,Maharashtra,2012-03-25T08:27:20,3.36979E+15,D,NA,,P,0,,0,,,,0,4442,273,X,N,,,0,A302
fb560555bf474a2880157b4b72afa722,1,150000,EKYCELOCK,800,1.6,public,0000150000:5,2015-06-03T00:00:43,0,,2015-06-02T23:59:33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,46852cf688344e46b0a5ee6d13dc5aec,,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,y,,,2015-06-03T00:00:43,84,BIOHO8NIT,NA,enBIO10052012XDev09,,,,,,,110016,2759b9dc-c29f-4cf4-9591-04c0daba20ab,M,11,4,1982,4/11/1982,D,33,440010,546060,Shankar Nagar,Shankar Nagar,3864,Nagpur,497,Nagpur,27,Maharashtra,2014-01-30T06:58:15,UKC:0000150000::2015-06-02T23:57:11.105Z,O,NA,,P,0,,0,,,,0,4039,109,X,N,,,1,
1953310d17cc43e780be60304aa4a28c,1,140000,140000,500,1.6,public,0000140000:18,2015-06-03T00:00:44,0,,2015-06-02T23:59:30,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,,0,,,,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,1,,,75,,,42,ISO,Accenture,Accenture,v4.6,,,,,,,,,y,,,2015-06-03T00:00:44,303,NC,NC,PD080120008,,,,,,,535217,7d77ad96-e743-4843-8733-95700143b620,F,1,1,1989,1/1/1989,A,26,535217,595996,Kella,Kella,5072,Gurla,534,Vizianagaram,28,Andhra Pradesh,2014-03-06T15:16:20,2.01506E+16,F,NA,,P,1,SLT,0,,,,0,4275,458,X,N,,,0,
bf6a0eb3f00c412080e652620b105509,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:00:46,0,,2015-06-02T23:59:49,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,1,P,55,0,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,200,,2015-06-03T00:00:46,314,NC,NA,UIDAI:SampleClient,,,,,,,560103,f058abaf-fdb4-49d2-8a53-6d7fa4ff7ef4,M,15,8,1974,8/15/1974,V,40,500039,2.80612E+13,Peerzadguda,,,,2806,Rangareddi,28,Andhra Pradesh,2011-10-12T21:07:48,TU:PFA:2015-06-02T23:59:49,D,NA,,P,0,,0,,,,0,4414,240,X,N,,,0,
a119e7cda95348f193576fa2e6d0d3ab,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:00:48,0,,2015-06-02T23:59:51,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,1,P,55,0,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,200,,2015-06-03T00:00:48,384,NC,NA,UIDAI:SampleClient,,,,,,,560103,c56ebac8-c82f-48b8-b679-c08aca51422a,M,25,12,1988,12/25/1988,D,26,560105,599799,Jigani,Jigani,5197,Anekal,538,Bangalore,29,Karnataka,2013-10-12T00:07:58,TU:PFA:2015-06-02T23:59:51,D,NA,,P,0,,0,,,,0,4370,216,X,N,,,0,
b65c7c8dba084cf0b141445b13f6f518,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:00:54,0,,2015-06-02T23:59:55,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,23,0,,,,0,,,,0,0,0,,0,,0,,0,,1,P,60,0,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,200,,2015-06-03T00:00:55,504,NC,NA,UIDAI:SampleClient,,,,,,,560103,df78e784-923e-4c5a-bc04-762c62d2c3c9,M,28,12,1933,12/28/1933,D,81,700060,1.91702E+13,Parnasree Pally S.O,,,,1917,Kolkata,19,West Bengal,2012-11-22T20:57:43,TU:PFA:2015-06-02T23:59:55,D,NA,,P,0,,0,,,,0,4326,191,X,N,,,0,
e9acac1b94a941a19b7460129f0a35aa,1,740000,740000,1100,1.6,public,0000740000:0,2015-06-03T00:00:58,0,,2015-06-03T00:00:00,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,23,1,P,60,0,0,,,,0,0,1,M,1,1987,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,n,100,,2015-06-03T00:00:59,1025,NC,NA,UIDAI:SampleClient,,,,,,,560103,989030ad-bcd7-4446-8b7c-5b1019760889,M,29,5,1987,5/29/1987,D,28,201009,09-0909-932C7604A2C7355641E18C2FCF0790E6,NEW VIJAY NAGAR,,,,909,Ghaziabad,9,Uttar Pradesh,2011-12-29T09:29:29,TU:POI:2015-06-03T00:00:00,D,NA,,P,0,,0,,,,0,4326,177,X,N,,,0,
36ad76e88c9a4844b76d10ce7e0d51b6,1,340000,SERVICEMON,1200,1.6,public,0000340000:6,2015-06-03T00:01:02,0,,2015-06-03T00:01:02,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,23,1,P,1,25,0,,,,0,0,0,,0,,0,,0,,0,,,,0,,,,,0,0,0,0,0,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,y,,,2015-06-03T00:01:03,886,NC,NC,AUTHMON-PRODBDC-01,,,,,,,560103,55c7fb89-8cb1-4482-9662-4e24dd310c27,M,19,9,1989,9/19/1989,D,25,641001,634861,Coimbatore South,Coimbatore,5484,Coimbatore South,586,Coimbatore,33,Tamil Nadu,2013-01-08T14:43:54,UASMON:0000340000:20150603120102367,D,NA,,P,1,,0,,,,0,3979,231,X,N,,,0,
